timestamp,time,energy,avg_power,set_freq,meas_freq,success,fail,total,voltage
2019-05-16 04:02:07,2.87401190476,0.0445424028534,0.0154983362385,121000000,114655232,1000000,0,1000000,1000
2019-05-16 04:02:12,2.87613095238,0.0445593683175,0.0154928162365,121000000,114655232,1000000,0,1000000,1000
2019-05-16 04:02:16,2.87205952381,0.044509171258,0.0154973011141,121000000,114720768,1000000,0,1000000,1000
2019-05-16 04:02:21,2.77304761905,0.0443759462484,0.0160025907754,122000000,121831424,1000000,0,1000000,1000
2019-05-16 04:02:25,2.77147619048,0.0443556584825,0.0160043440514,122000000,122028032,1000000,0,1000000,1000
2019-05-16 04:02:29,2.77313095238,0.0444258398016,0.0160201016701,122000000,121765888,1000000,0,1000000,1000
2019-05-16 04:02:34,2.76210714286,0.0445009716386,0.0161112402007,123000000,123305984,1000000,0,1000000,1000
2019-05-16 04:02:38,2.7618452381,0.0444804375305,0.0161053331001,123000000,123142144,1000000,0,1000000,1000
2019-05-16 04:02:43,2.76388095238,0.0444975237929,0.0160996528286,123000000,123273216,1000000,0,1000000,1000
2019-05-16 04:02:47,2.74660714286,0.0444156925378,0.0161711122951,124000000,124026880,1000000,0,1000000,1000
2019-05-16 04:02:51,2.74727380952,0.0443894344019,0.0161576302471,124000000,124092416,1000000,0,1000000,1000
2019-05-16 04:02:56,2.74721428571,0.0444118453179,0.0161661380216,124000000,123961344,1000000,0,1000000,1000
2019-05-16 04:03:00,2.73927380952,0.0444880146427,0.0162408060443,125000000,125042688,1000000,0,1000000,1000
2019-05-16 04:03:05,2.73921428571,0.044461277639,0.0162313981315,125000000,124780544,1000000,0,1000000,1000
2019-05-16 04:03:09,2.73898809524,0.0444699897424,0.0162359193235,125000000,125042688,1000000,0,1000000,1000
2019-05-16 04:03:13,2.72378571429,0.0444451103754,0.0163174034368,126000000,126418944,1000000,0,1000000,1000
2019-05-16 04:03:18,2.72328571429,0.0444322511378,0.0163156773837,126000000,126451712,1000000,0,1000000,1000
2019-05-16 04:03:22,2.72313095238,0.0444508617379,0.0163234389073,126000000,126386176,1000000,0,1000000,1000
2019-05-16 04:03:27,2.71944047619,0.0445166136231,0.0163697694481,127000000,127041536,1000000,0,1000000,1000
2019-05-16 04:03:31,2.71907142857,0.0445260358232,0.0163754564721,127000000,127139840,1000000,0,1000000,1000
2019-05-16 04:03:35,2.71844047619,0.0445063901948,0.0163720304287,127000000,127270912,1000000,0,1000000,1000
2019-05-16 04:03:40,2.70189285714,0.0443986340911,0.0164324184705,128000000,128057344,1000000,0,1000000,1000
2019-05-16 04:03:44,2.70216666667,0.044397488495,0.0164303294251,128000000,128253952,1000000,0,1000000,1000
2019-05-16 04:03:48,2.7024047619,0.0444072717789,0.0164325020459,128000000,128057344,1000000,0,1000000,1000
2019-05-16 04:03:53,2.68545238095,0.0443638472681,0.0165200647692,129000000,129400832,1000000,0,1000000,1000
2019-05-16 04:03:57,2.68589285714,0.0444030393322,0.0165319473612,129000000,129368064,1000000,0,1000000,1000
2019-05-16 04:04:02,2.6858452381,0.0443596396765,0.0165160818082,129000000,129105920,1000000,0,1000000,1000
