timestamp,time,energy,avg_power,set_freq,meas_freq,success,fail,total,voltage
2019-05-16 02:42:34,2.93717857143,0.0545525466596,0.0185731120301,220000000,220659712,1000000,0,1000000,1000
2019-05-16 02:42:40,2.94145238095,0.0545613490945,0.0185491186082,220000000,220659712,1000000,0,1000000,1000
2019-05-16 02:42:47,2.93747619048,0.0545053663751,0.018555168737,220000000,220463104,1000000,0,1000000,1000
2019-05-16 02:42:53,2.94135714286,0.0545619045435,0.0185499080504,220000000,220135424,1000000,0,1000000,1000
2019-05-16 02:42:59,2.93720238095,0.0544957499613,0.0185536244675,220000000,220233728,1000000,0,1000000,1000
2019-05-16 02:43:06,2.94255952381,0.0545816740265,0.0185490467006,220000000,220430336,1000000,0,1000000,1000
2019-05-16 02:43:12,2.93792857143,0.0544893077019,0.0185468456353,220000000,220594176,1000000,0,1000000,1000
2019-05-16 02:43:18,2.94446428571,0.0545681307119,0.0185324478129,220000000,220725248,1000000,0,1000000,1000
2019-05-16 02:43:24,2.94030952381,0.0545487664859,0.0185520490425,220000000,220037120,1000000,0,1000000,1000
2019-05-16 02:43:31,2.93986904762,0.0545064168429,0.0185404233862,220000000,220299264,1000000,0,1000000,1000
2019-05-16 02:43:37,2.64354761905,0.0577109563589,0.0218308745199,220000000,220266496,1000000,0,1000000,1050
2019-05-16 02:43:42,2.64575,0.057756574547,0.021829944079,220000000,220692480,1000000,0,1000000,1050
2019-05-16 02:43:47,2.63844047619,0.0576083204082,0.0218342315956,220000000,220200960,1000000,0,1000000,1050
2019-05-16 02:43:53,2.65951190476,0.0580186625534,0.0218155303045,220000000,220069888,1000000,0,1000000,1050
2019-05-16 02:43:58,2.63146428571,0.0575002751556,0.0218510566409,220000000,220397568,1000000,0,1000000,1050
2019-05-16 02:44:04,2.64335714286,0.0577099829411,0.0218320793681,220000000,220561408,1000000,0,1000000,1050
2019-05-16 02:44:09,2.6491547619,0.0578438743337,0.0218348414995,220000000,220200960,1000000,0,1000000,1050
2019-05-16 02:44:15,2.64301190476,0.0576942706871,0.0218289863103,220000000,219807744,1000000,0,1000000,1050
2019-05-16 02:44:20,2.65261904762,0.0578814491389,0.0218204906547,220000000,220463104,1000000,0,1000000,1050
2019-05-16 02:44:25,2.64689285714,0.0577640848952,0.0218233559168,220000000,220135424,1000000,0,1000000,1050
2019-05-16 02:44:30,2.29553571429,0.0592604796275,0.0258155337156,220000000,220364800,1000000,0,1000000,1100
2019-05-16 02:44:35,2.28839285714,0.0591015489982,0.0258266620671,220000000,220430336,1000000,0,1000000,1100
2019-05-16 02:44:40,2.27680952381,0.0588868058832,0.0258637383881,220000000,220168192,1000000,0,1000000,1100
2019-05-16 02:44:44,2.2934047619,0.0592318356708,0.0258270309082,220000000,220397568,1000000,0,1000000,1100
2019-05-16 02:44:49,2.28466666667,0.0590636627493,0.0258522013785,220000000,220200960,1000000,0,1000000,1100
