timestamp,time,energy,avg_power,set_freq,meas_freq,success,fail,total,voltage
2019-05-16 03:41:32,1.89,0.0439539387802,0.0232560522646,221000000,221413376,1000000,0,1000000,1000
2019-05-16 03:41:36,1.86814285714,0.0435761859412,0.0233259387924,221000000,221675520,1000000,0,1000000,1000
2019-05-16 03:41:39,1.96036904762,0.0452048104947,0.0230593369905,221000000,221937664,1000000,0,1000000,1000
2019-05-16 03:41:43,1.96597619048,0.0453209862298,0.0230526628193,221000000,222167040,1000000,0,1000000,1000
2019-05-16 03:41:47,1.98298809524,0.045637590272,0.0230145558521,221000000,221872128,1000000,0,1000000,1000
2019-05-16 03:41:50,1.96939285714,0.0454029088358,0.0230542670403,221000000,221478912,1000000,0,1000000,1000
2019-05-16 03:41:54,1.93598809524,0.0447870826639,0.0231339659443,221000000,222593024,1000000,0,1000000,1000
2019-05-16 03:41:58,1.94675,0.0449851119358,0.0231078011742,221000000,221839360,1000000,0,1000000,1000
2019-05-16 03:42:01,1.97032142857,0.0454197612783,0.0230519551884,221000000,221478912,1000000,0,1000000,1000
2019-05-16 03:42:05,1.96366666667,0.0452938021871,0.0230659321951,221000000,222265344,1000000,0,1000000,1000
2019-05-16 03:42:09,1.97592857143,0.0455168337933,0.0230356676104,221000000,221577216,1000000,0,1000000,1000
2019-05-16 03:42:12,1.96826190476,0.0453783990521,0.0230550613932,221000000,221806592,1000000,0,1000000,1000
2019-05-16 03:42:16,1.92753571429,0.0446548366612,0.0231668011805,221000000,221806592,1000000,0,1000000,1000
2019-05-16 03:42:20,1.96225,0.0452707879028,0.0230708563653,221000000,222003200,1000000,0,1000000,1000
2019-05-16 03:42:23,1.95838095238,0.0452037565455,0.0230822080303,221000000,221609984,1000000,0,1000000,1000
2019-05-16 03:42:27,1.9080952381,0.0442725924392,0.0232025066439,221000000,221773824,1000000,0,1000000,1000
2019-05-16 03:42:30,1.94919047619,0.0450425073534,0.0231083149151,221000000,221937664,1000000,0,1000000,1000
2019-05-16 03:42:34,1.94505952381,0.044959155177,0.0231145394918,221000000,221675520,1000000,0,1000000,1000
2019-05-16 03:42:38,1.95747619048,0.0451757324924,0.0230785603995,221000000,221904896,1000000,0,1000000,1000
2019-05-16 03:42:42,1.94996428571,0.0450391722216,0.0230974344256,221000000,221708288,1000000,0,1000000,1000
2019-05-16 03:42:45,1.8750952381,0.0437985832578,0.0233580579631,222000000,223084544,1000000,0,1000000,1000
2019-05-16 03:42:49,1.8250952381,0.0428914059721,0.0235009138574,222000000,222593024,1000000,0,1000000,1000
2019-05-16 03:42:52,1.86591666667,0.0436365471483,0.0233861178947,222000000,222691328,1000000,0,1000000,1000
2019-05-16 03:42:56,1.87070238095,0.0437120909848,0.0233666730902,222000000,223019008,1000000,0,1000000,1000
2019-05-16 03:42:59,1.89447619048,0.0441367720201,0.0232976124176,222000000,222363648,1000000,0,1000000,1000
2019-05-16 03:43:03,1.86896428571,0.0436887549525,0.0233759174996,222000000,222724096,1000000,0,1000000,1000
2019-05-16 03:43:06,1.90458333333,0.0443130731561,0.0232665446455,222000000,222429184,1000000,0,1000000,1000
2019-05-16 03:43:10,1.86128571429,0.0435585474318,0.0234023971159,222000000,222822400,1000000,0,1000000,1000
2019-05-16 03:43:14,1.89678571429,0.0441880253327,0.0232962664153,222000000,222691328,1000000,0,1000000,1000
2019-05-16 03:43:17,1.89241666667,0.044106838819,0.0233071498449,222000000,223084544,1000000,0,1000000,1000
2019-05-16 03:43:21,1.87920238095,0.0438664564824,0.0233431252147,222000000,222494720,1000000,0,1000000,1000
2019-05-16 03:43:24,1.86520238095,0.0436220456855,0.0233872989499,222000000,222560256,1000000,0,1000000,1000
2019-05-16 03:43:28,1.8584047619,0.0434905341398,0.0234020785091,222000000,222986240,1000000,0,1000000,1000
2019-05-16 03:43:31,1.84919047619,0.0433334108693,0.023433719472,222000000,222265344,1000000,0,1000000,1000
