timestamp,time,energy,avg_power,set_freq,meas_freq,success,fail,total,voltage
2019-05-16 20:31:06,2.88423809524,0.0436101552457,0.0151201647734,121000000,114556928,1000000,0,1000000,1200
2019-05-16 20:31:11,2.88252380952,0.0436040013525,0.0151270220938,121000000,114360320,1000000,0,1000000,1200
2019-05-16 20:31:15,2.88214285714,0.0435848954066,0.0151223924583,121000000,114229248,1000000,0,1000000,1200
2019-05-16 20:31:20,2.88083333333,0.0435913776434,0.0151315166827,121000000,114622464,1000000,0,1000000,1200
2019-05-16 20:31:25,2.88142857143,0.0435821538483,0.0151251897342,121000000,114360320,1000000,0,1000000,1200
2019-05-16 20:31:29,2.8818452381,0.0436240078632,0.0151375262233,121000000,114360320,1000000,0,1000000,1200
2019-05-16 20:31:34,2.88175,0.04360236603,0.0151305165368,121000000,114327552,1000000,0,1000000,1200
2019-05-16 20:31:39,2.88155952381,0.0436211962419,0.0151380514202,121000000,114524160,1000000,0,1000000,1200
2019-05-16 20:31:43,2.88110714286,0.0436067248871,0.0151354054969,121000000,114229248,1000000,0,1000000,1200
2019-05-16 20:31:48,2.88030952381,0.0435961064953,0.0151359102676,121000000,114425856,1000000,0,1000000,1200
2019-05-16 20:31:52,2.777,0.0435001932001,0.0156644555996,122000000,122159104,1000000,0,1000000,1200
2019-05-16 20:31:57,2.77694047619,0.0434974108465,0.0156637894184,122000000,121929728,1000000,0,1000000,1200
2019-05-16 20:32:01,2.77628571429,0.0434768754534,0.015660086867,122000000,122060800,1000000,0,1000000,1200
2019-05-16 20:32:06,2.77682142857,0.0434887154455,0.0156613295324,122000000,122159104,1000000,0,1000000,1200
2019-05-16 20:32:11,2.77669047619,0.0434921279933,0.0156632971396,122000000,122093568,1000000,0,1000000,1200
2019-05-16 20:32:15,2.7766547619,0.0435133102314,0.0156711272962,122000000,121995264,1000000,0,1000000,1200
2019-05-16 20:32:20,2.77585714286,0.0435141629204,0.0156759374424,122000000,121962496,1000000,0,1000000,1200
