avg_power,avg_current,peak_current,energy,time,avg_voltage,version,peak_power,n_samples,peak_voltage
2019-04-06 18:10:480.022856720682,0.00806606081823,0.00933702059659,0.0421801732919,1.84541666667,2.83371519113,1,0.0264458069395,155015.0,2.88126855469
2019-04-06 18:10:520.0228271391497,0.00805584479773,0.0514451526989,0.0423367340764,1.85466666667,2.83368427039,1,0.145859216077,155792.0,2.87983007813
2019-04-06 18:10:560.0226893331345,0.00800761451618,0.0515236150568,0.0431499795107,1.90177380952,2.83354179169,1,0.145859328943,159749.0,2.87983007813
2019-04-06 18:10:590.0226896723587,0.00800711897975,0.00928471235795,0.0431465729113,1.9015952381,2.83371034958,1,0.0263377186817,159734.0,2.88126855469
2019-04-06 18:11:030.0227556769109,0.00803086775916,0.0514713068182,0.0426991314168,1.87641666667,2.83359784899,1,0.145933369212,157619.0,2.87407617188
2019-04-06 18:11:060.0226805019142,0.00800423049415,0.00925855823864,0.0432754776763,1.90804761905,2.83358606685,1,0.0262102550487,160276.0,2.88126855469
2019-04-06 18:11:100.0227335514902,0.00802296915518,0.0514713068182,0.0429160737381,1.88778571429,2.83362955717,1,0.145933369212,158574.0,2.87839160156
2019-04-06 18:11:140.0226431043858,0.00799121120288,0.00928471235795,0.0435728805398,1.92433333333,2.83352318033,1,0.0262976511583,161644.0,2.88126855469
2019-04-06 18:11:170.0225388391165,0.00795385239416,0.00912778764205,0.0442118111636,1.96158333333,2.83372264098,1,0.0258531838148,164773.0,2.88270703125
2019-04-06 18:11:210.0225604282059,0.0079617508034,0.00912778764205,0.0441577409885,1.95730952381,2.83362347841,1,0.025879444032,164414.0,2.88126855469
2019-04-06 18:11:240.0228166093056,0.00805242003024,0.00920625,0.0424470420974,1.86035714286,2.83353327101,1,0.0260621745117,156270.0,2.88126855469
2019-04-06 18:11:280.022856038952,0.00806579532467,0.00918009588068,0.0421696639621,1.84501190476,2.83372268162,1,0.0259881342432,154981.0,2.87839160156
2019-04-06 18:11:310.0228513906457,0.00806452863957,0.0514974609375,0.0422576621112,1.84923809524,2.83364136395,1,0.145933444456,155336.0,2.87839160156
2019-04-06 18:11:350.0228263529345,0.00805567876531,0.00923240411932,0.0423692436963,1.8561547619,2.83359539676,1,0.0261494953772,155917.0,2.88126855469
2019-04-06 18:11:380.0228180038788,0.00805256951427,0.0514189985795,0.0423961228496,1.85801190476,2.83370175794,1,0.145637132894,156073.0,2.87839160156
2019-04-06 18:11:420.0228605943395,0.00806766082476,0.00920625,0.0421568410115,1.84408333333,2.83363209251,1,0.0260754174866,154903.0,2.88126855469
2019-04-06 18:11:460.02286905024,0.0080709081945,0.0514713068182,0.0422004762083,1.84530952381,2.83359109231,1,0.145785288675,155006.0,2.88270703125
2019-04-06 18:11:490.022416708004,0.00791096564702,0.00920625,0.0451077538154,2.01223809524,2.83364784715,1,0.0261019034363,169028.0,2.88270703125
2019-04-06 18:11:530.0223663613684,0.00789335980897,0.0515236150568,0.0453416735517,2.02722619048,2.83363402847,1,0.146007559969,170287.0,2.876953125
2019-04-06 18:11:570.0227997267197,0.00804678420526,0.0514451526989,0.0425996608238,1.86842857143,2.83347054517,1,0.145785213431,156948.0,2.87983007813
2019-04-06 18:12:000.0228795475075,0.00807418137488,0.00920625,0.0420991845405,1.84003571429,2.83369232187,1,0.0260886604614,154563.0,2.88126855469
2019-04-06 18:12:040.0228738026093,0.00807232753295,0.00920625,0.0421792920115,1.844,2.8336299676,1,0.0260754174866,154896.0,2.88126855469
2019-04-06 18:12:070.0228605465987,0.00806786801851,0.00923240411932,0.0422002968719,1.84598809524,2.83355397829,1,0.0261494953772,155063.0,2.87839160156
2019-04-06 18:12:110.0227230298731,0.00801894460723,0.0514974609375,0.0431028825466,1.89688095238,2.83373826943,1,0.145933444456,159338.0,2.88270703125
2019-04-06 18:12:140.0227111261462,0.00801495451617,0.00920625,0.0431286989222,1.89901190476,2.83361476784,1,0.0261019034363,159517.0,2.88126855469
2019-04-06 18:12:180.0225386034086,0.00795399569455,0.00918009588068,0.0442631339274,1.96388095238,2.83364004862,1,0.026001339596,164966.0,2.88126855469
2019-04-06 18:12:220.0224043685273,0.00790691304362,0.0514974609375,0.0452021470972,2.01755952381,2.83358497701,1,0.145785288675,169475.0,2.88126855469
2019-04-06 18:12:250.0222310459662,0.00784545349208,0.00907547940341,0.0463901058593,2.08672619048,2.83364108276,1,0.0257180828981,175285.0,2.87839160156
2019-04-06 18:12:290.0223204752247,0.00787732872877,0.00920625,0.04566636371,2.04594047619,2.8335300643,1,0.0260886604614,171859.0,2.87983007813
2019-04-06 18:12:330.0224419537133,0.00791993677403,0.00920625,0.0448889835829,2.00022619048,2.83362704379,1,0.0260621745117,168019.0,2.87839160156
2019-04-06 18:12:360.022537678387,0.00795366538002,0.00920625,0.0442948555071,1.96536904762,2.83364418564,1,0.0260621745117,165091.0,2.88126855469
2019-04-06 18:12:400.0224897327428,0.00793695042752,0.00915394176136,0.0445891079816,1.98264285714,2.83357121747,1,0.0259404294361,166542.0,2.88270703125
2019-04-06 18:12:440.0228545715924,0.0080655572784,0.0514189985795,0.0421786560303,1.84552380952,2.83367226178,1,0.145711097918,155024.0,2.88126855469
2019-04-06 18:12:470.0228039427368,0.00804815138046,0.0514451526989,0.0424253780842,1.86044047619,2.83350963613,1,0.145711210784,156277.0,2.87983007813
2019-04-06 18:12:510.0228266879897,0.00805584334563,0.0514189985795,0.0423861703877,1.85686904762,2.8336281314,1,0.145711097918,155977.0,2.87839160156
2019-04-06 18:12:540.0228093250163,0.00804982627196,0.0514451526989,0.0423710366136,1.85761904762,2.83358867079,1,0.145785213431,156040.0,2.87839160156
2019-04-06 18:12:580.0228073725345,0.00804894579049,0.00928471235795,0.0424151965221,1.85971428571,2.83360659662,1,0.0262976511583,156216.0,2.88126855469
2019-04-06 18:13:010.0227507360029,0.00802880500287,0.0514713068182,0.0428664492608,1.88417857143,2.8337101043,1,0.145933369212,158271.0,2.876953125
2019-04-06 18:13:050.0228798779831,0.00807440164622,0.00915394176136,0.0419979226945,1.83558333333,2.83365381337,1,0.0259140939747,154189.0,2.87983007813
2019-04-06 18:13:080.0228789429115,0.00807438596605,0.0514451526989,0.0420656602264,1.83861904762,2.83359454627,1,0.145711210784,154444.0,2.87983007813
2019-04-06 18:13:120.0228537561732,0.00806501476569,0.00918009588068,0.04217987184,1.84564285714,2.8337143292,1,0.026001339596,155034.0,2.87983007813
2019-04-06 18:13:160.0228355367771,0.0080589032006,0.0514713068182,0.0423109874284,1.85285714286,2.83364858477,1,0.145933369212,155640.0,2.88270703125
2019-04-06 18:13:190.0228597215093,0.00806738861272,0.00925855823864,0.0421661170216,1.84455952381,2.83361924949,1,0.0262235732677,154943.0,2.88126855469
2019-04-06 18:13:220.0228521621638,0.00806472143112,0.00938932883523,0.0421698565796,1.84533333333,2.83361823903,1,0.0265804563912,155008.0,2.88126855469
2019-04-06 18:13:260.0228366249132,0.00805964724567,0.0514451526989,0.0422232882769,1.84892857143,2.83352371983,1,0.145933218724,155310.0,2.87983007813
2019-04-06 18:13:300.0228676985141,0.00807017745318,0.00918009588068,0.0421340067467,1.84251190476,2.83362644813,1,0.0259881342432,154771.0,2.87983007813
2019-04-06 18:13:330.0228158976958,0.0080522561819,0.0514451526989,0.0423816164413,1.85754761905,2.83355008122,1,0.145859216077,156034.0,2.876953125
2019-04-06 18:13:370.0228129436915,0.00805144288922,0.0514713068182,0.0424377785021,1.86025,2.8334691479,1,0.145859328943,156261.0,2.88126855469
2019-04-06 18:13:400.0228157279781,0.00805178187221,0.0514451526989,0.0423799431036,1.85748809524,2.83369747125,1,0.145785213431,156029.0,2.88126855469
2019-04-06 18:13:440.0228723761926,0.00807212839772,0.0514451526989,0.0420968806727,1.84051190476,2.83357278885,1,0.145859216077,154603.0,2.87983007813
2019-04-06 18:13:470.022856686212,0.00806677486561,0.0514451526989,0.0422007895394,1.84632142857,2.83350790695,1,0.145859216077,155091.0,2.88126855469
2019-04-06 18:13:510.0228130138807,0.00805050284994,0.0514713068182,0.0424802760974,1.86210714286,2.83380938562,1,0.145711248406,156417.0,2.87839160156
2019-04-06 18:13:540.0228984193086,0.00808108148024,0.0514713068182,0.0419831614014,1.83345238095,2.83365748363,1,0.146673771897,154010.0,2.87983007813
2019-04-06 18:13:580.0228873962467,0.00807745353952,0.00920625,0.041931617207,1.83208333333,2.83351457256,1,0.0260886604614,153895.0,2.87839160156
2019-04-06 18:14:010.0229043006033,0.00808304929362,0.0514189985795,0.0418960558571,1.82917857143,2.83369379615,1,0.145563167869,153651.0,2.88126855469
2019-04-06 18:14:050.0228652258832,0.00806962679285,0.0514974609375,0.0420347235305,1.83836904762,2.83356601407,1,0.145933444456,154423.0,2.88270703125
2019-04-06 18:14:080.0228386996966,0.00806019684446,0.0514713068182,0.0422336497461,1.84921428571,2.83358806752,1,0.145785288675,155334.0,2.87983007813
2019-04-06 18:14:120.022913865119,0.00808667917433,0.0514451526989,0.0418289879906,1.82548809524,2.8336046435,1,0.145711210784,153341.0,2.88126855469
2019-04-06 18:14:150.0228266072208,0.00805606077927,0.00918009588068,0.0423053120492,1.85333333333,2.83349333665,1,0.0260277503015,155680.0,2.87983007813
2019-04-06 18:14:190.0228578571269,0.00806653524023,0.00923240411932,0.0421482558378,1.84392857143,2.8336883954,1,0.0261362147802,154890.0,2.88270703125
