avg_power,avg_current,peak_current,energy,time,avg_voltage,version,peak_power,n_samples,peak_voltage
2019-04-05 13:34:590.0226675554565,0.00798503846455,0.0616714133523,0.044001503067,1.94116666667,2.83882519471,1,0.175474081948,163058.0,2.88558398438
2019-04-05 13:35:020.0227615242853,0.00801754052629,0.0516282315341,0.0437091718615,1.92030952381,2.83903403706,1,0.146452554022,161306.0,2.88702246094
2019-04-05 13:35:060.0227054958361,0.00799825116569,0.0515759232955,0.0439551369035,1.93588095238,2.83887479787,1,0.146304172508,162614.0,2.88558398438
2019-04-05 13:35:100.0226382815078,0.00797343536436,0.0516020774148,0.0445060529342,1.96596428571,2.83927990108,1,0.146452591644,165141.0,2.88270703125
2019-04-05 13:35:140.0227285593211,0.00800567698715,0.0515236150568,0.0437037726374,1.92285714286,2.8391242194,1,0.146378137532,161520.0,2.88414550781
2019-04-05 13:35:180.0226081658689,0.00796286441284,0.00918009588068,0.0443340749793,1.96097619048,2.83921853191,1,0.0260673663598,164722.0,2.88989941406
2019-04-05 13:35:220.0227298710925,0.00800608555287,0.00910163352273,0.0438461919311,1.92901190476,2.83909139067,1,0.0258576608432,162037.0,2.88558398438
2019-04-05 13:35:250.0225545699133,0.00794446920598,0.00920625,0.0448556694218,1.98876190476,2.83904599205,1,0.0261548753357,167056.0,2.88558398438
2019-04-05 13:35:290.0226527184812,0.00797965439552,0.0515236150568,0.0443855747869,1.95939285714,2.8388778987,1,0.146229906507,164589.0,2.88126855469
2019-04-05 13:35:330.0226391039624,0.00797346724826,0.00907547940341,0.0441438271084,1.94989285714,2.83932319781,1,0.0257833572201,163791.0,2.88702246094
2019-04-05 13:35:370.0226704221563,0.00798515139334,0.0515497691761,0.0436135740531,1.92380952381,2.83913907445,1,0.146452441155,161600.0,2.88702246094
2019-04-05 13:35:410.0224356031644,0.00790201214865,0.00915394176136,0.0458354030839,2.04297619048,2.8392428848,1,0.0259667648974,171610.0,2.88702246094
2019-04-05 13:35:450.0227374725241,0.00800815440249,0.0516282315341,0.0432420711095,1.90179761905,2.83935800324,1,0.146526820023,159751.0,2.88702246094
2019-04-05 13:35:480.0227222432298,0.00800270629508,0.0515497691761,0.043394074511,1.90976190476,2.83938793098,1,0.146304134886,160420.0,2.8884609375
2019-04-05 13:35:520.0227381322441,0.00800810302468,0.00915394176136,0.0432330394656,1.9013452381,2.83941053763,1,0.0259931003588,159713.0,2.88558398438
2019-04-05 13:35:560.0226533398652,0.00797840684567,0.0516282315341,0.0440890627127,1.94625,2.83939910682,1,0.146601086024,163485.0,2.88558398438
2019-04-05 13:36:000.0227325402686,0.008005665999,0.0516020774148,0.0432053577843,1.9005952381,2.83962398694,1,0.146526820023,159650.0,2.8884609375
2019-04-05 13:36:040.0226457833483,0.00797575203089,0.0515759232955,0.0434796344361,1.91998809524,2.83940015395,1,0.146452554022,161279.0,2.8884609375
2019-04-05 13:36:070.0227463445918,0.00801092824557,0.00923240411932,0.0429618875579,1.88873809524,2.83943244577,1,0.0262158983619,158654.0,2.88702246094
2019-04-05 13:36:110.0227362956877,0.00800728310955,0.00918009588068,0.0429031192924,1.88698809524,2.83946897064,1,0.0260673663598,158507.0,2.88558398438
2019-04-05 13:36:150.0224742979324,0.00791522292627,0.0515759232955,0.0453697213998,2.01873809524,2.83944327972,1,0.146304172508,169574.0,2.88558398438
2019-04-05 13:36:190.0227193028314,0.00800168749393,0.0515236150568,0.043225366912,1.90258333333,2.83938392487,1,0.146229906507,159817.0,2.88558398438
2019-04-05 13:36:230.022724019122,0.00800342699001,0.00920625,0.0433049468215,1.90569047619,2.83930501462,1,0.0261151464111,160078.0,2.88702246094
2019-04-05 13:36:260.0227161931282,0.00800075129948,0.0515759232955,0.0438985023586,1.93247619048,2.83932546238,1,0.146526744778,162328.0,2.88414550781
2019-04-05 13:36:300.0226723675054,0.00798425060786,0.00936317471591,0.0438197483869,1.93273809524,2.83965343216,1,0.0265737596596,162350.0,2.88558398438
