avg_power,avg_current,peak_current,energy,time,avg_voltage,version,peak_power,n_samples,peak_voltage
2019-04-05 12:35:050.0086825781005,0.00306439582545,0.0557867365057,208.20858173,23980.0413333,2.83550551126,1,0.158088388535,2014323472.0,2.92729980469
2019-04-05 12:35:090.0211569974554,0.00746327477977,0.0590036931818,0.0472070543103,2.23127380952,2.83487904208,1,0.167374347453,187427.0,2.88126855469
2019-04-05 12:35:130.0213487297984,0.00753097652789,0.00881393821023,0.0458751163666,2.1488452381,2.8348047807,1,0.0249769277713,180503.0,2.88126855469
2019-04-05 12:35:170.0213225387994,0.00752190028165,0.0514974609375,0.046298846926,2.17135714286,2.83479289229,1,0.145933444456,182394.0,2.88270703125
2019-04-05 12:35:210.0213228719318,0.00752179687353,0.00870932173295,0.0458555976204,2.15053571429,2.83482781525,1,0.024705522031,180645.0,2.88270703125
2019-04-05 12:35:250.0215494626689,0.00760195197222,0.00878778409091,0.0440024635226,2.04192857143,2.83474562685,1,0.0249028122586,171522.0,2.88126855469
2019-04-05 12:35:290.0214458652067,0.00756509183706,0.0514713068182,0.0450388700132,2.10011904762,2.83491059984,1,0.145637208138,176410.0,2.88126855469
2019-04-05 12:35:330.0212652215345,0.0075015440561,0.00886624644886,0.0464179280913,2.18280952381,2.83479367844,1,0.0251251587967,183356.0,2.88414550781
2019-04-05 12:35:370.0216800806979,0.00764818968367,0.0089185546875,0.0434843056675,2.00572619048,2.83468821426,1,0.0252862189539,168481.0,2.87839160156
2019-04-05 12:35:410.0213774053669,0.00754102556607,0.0515236150568,0.0459848348876,2.1510952381,2.83487970762,1,0.146081675481,180692.0,2.87983007813
2019-04-05 12:35:450.0214191172728,0.00755609221508,0.0514974609375,0.045182607929,2.10945238095,2.83474798691,1,0.146081600237,177194.0,2.88126855469
2019-04-05 12:35:490.0213193551521,0.00752072165537,0.0514451526989,0.0463155376624,2.17246428571,2.8348136609,1,0.145859216077,182487.0,2.88270703125
2019-04-05 12:35:530.0214603021028,0.00757029780509,0.0514974609375,0.0447342552132,2.08451190476,2.83486846602,1,0.146081600237,175099.0,2.88414550781
2019-04-05 12:35:570.021635995623,0.00763247112121,0.0514974609375,0.0433696107977,2.00451190476,2.83479618235,1,0.146007522347,168379.0,2.88414550781
2019-04-05 12:36:010.0214570622491,0.00756921165641,0.0514451526989,0.0449075877576,2.0929047619,2.83484684655,1,0.145711210784,175804.0,2.88126855469
2019-04-05 12:36:050.0212556423706,0.00749829334925,0.0515236150568,0.0465900906861,2.19189285714,2.83479365742,1,0.146007559969,184119.0,2.88126855469
2019-04-05 12:36:090.0212775025038,0.00750604020788,0.00881393821023,0.0468832036418,2.20341666667,2.83473635948,1,0.0249769277713,185087.0,2.88126855469
2019-04-05 12:36:130.0218405693607,0.00770379642557,0.00884009232955,0.0422901024585,1.93630952381,2.83505648027,1,0.0250637595496,162650.0,2.88126855469
2019-04-05 12:36:170.0214338875807,0.00756083958089,0.00878778409091,0.0452533158161,2.11129761905,2.8348705499,1,0.0249280943015,177349.0,2.88126855469
2019-04-05 12:36:210.0212853633309,0.00750891460856,0.0514974609375,0.0465434876893,2.18664285714,2.83474380192,1,0.145933444456,183678.0,2.88126855469
2019-04-05 12:36:250.0213709227498,0.00753875020633,0.00873547585227,0.0455378745594,2.13083333333,2.83482652837,1,0.024742015456,178990.0,2.88270703125
2019-04-05 12:36:290.0214652584123,0.00757236335816,0.00889240056818,0.0448641788532,2.09008333333,2.834701437,1,0.0252120658191,175567.0,2.87983007813
2019-04-05 12:36:330.0216321521335,0.00763150065783,0.0514713068182,0.0434662043536,2.00933333333,2.83465372045,1,0.145933369212,168784.0,2.88126855469
2019-04-05 12:36:370.0212662583355,0.00750207907184,0.0089185546875,0.0465505736478,2.18894047619,2.83473320303,1,0.0252605606901,183871.0,2.88414550781
2019-04-05 12:36:410.0212949659686,0.00751241327246,0.00881393821023,0.0469733992773,2.2058452381,2.83465326881,1,0.0249642491278,185291.0,2.88126855469
2019-04-05 12:36:450.0216937125776,0.007652806464,0.00886624644886,0.0433280257042,1.99726190476,2.83475787538,1,0.0251124049089,167770.0,2.88270703125
