0,0
5,3048
73,44455
73,44455
0,0
0,0
0,0
19,11760
5,3048
23,14478
22,13708
0,0
10,6524
0,0
154,93590
148,89928
0,0
15,9631
152,92151
23,14402
0,0
73,44455
0,0
0,0
57,34760
154,93590
101,61596
132,80310
37,22877
154,93590
10,6524
0,0
0,0
10,6524
10,6524
37,22877
72,44004
151,92151
151,92151
0,0
0,0
20,12414
10,6524
67,41118
20,12414
0,0
98,59347
5,3048
0,0
0,0
0,0
68,41683
0,0
73,44455
152,92151
138,83511
0,0
0,0
23,14402
81,49037
154,93590
20,12414
89,54458
132,80310
73,44455
0,0
10,6524
68,41118
18,10990
18,10990
37,22877
154,93590
154,93590
102,61596
61,36998
58,35626
154,93590
73,44455
0,0
0,0
0,0
0,0
0,0
0,0
0,0
154,93590
0,0
23,14402
152,92151
33,20002
0,0
15,9252
68,41118
67,41118
40,24302
90,54458
20,12414
5,3048
154,93590
36,22365
33,20002
163,98839
89,54367
129,78458
73,44455
154,93590
0,0
79,47928
101,61596
0,0
23,14402
13,7985
46,28089
73,44455
0,0
70,42762
63,38461
154,93590
10,6524
10,6524
20,12414
0,0
154,93590
20,12414
65,39458
0,0
0,0
20,12414
5,3048
41,24859
10,6524
20,12414
13,7985
10,6524
61,36998
37,22877
10,6524
82,49898
5,3048
18,10990
18,10990
142,86512
73,44455
0,0
154,93590
23,14402
73,44455
0,0
0,0
0,0
0,0
61,36998
10,6524
0,0
0,0
90,54458
10,6524
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41,24859
32,20002
0,0
0,0
0,0
0,0
0,0
0,0
18,10990
57,34760
101,61596
0,0
5,3048
23,14402
73,44455
0,0
0,0
18,10990
33,20002
0,0
0,0
18,10990
37,22877
37,22877
154,93590
10,6524
45,27681
81,49037
10,6524
0,0
152,92151
80,49037
37,22877
5,3048
5,3048
5,3048
68,41683
20,12414
23,14402
18,10990
37,22877
37,22877
73,44455
73,44455
0,0
0,0
81,49037
81,49037
132,80310
154,93590
0,0
0,0
90,54367
73,44455
0,0
20,12414
0,0
73,44455
0,0
0,0
0,0
0,0
152,92151
0,0
154,93590
37,22877
10,6524
0,0
0,0
0,0
73,44455
102,61596
0,0
20,12414
73,44455
0,0
152,92151
13,7985
0,0
73,44455
0,0
65,39458
0,0
0,0
0,0
0,0
42,25842
37,22877
23,14478
10,6524
154,93590
81,49037
73,44455
0,0
0,0
0,0
73,44455
0,0
10,6524
0,0
0,0
0,0
0,0
0,0
0,0
10,6559
98,59347
20,12414
31,19015
154,93590
94,57450
23,14402
10,6524
46,28089
23,14402
0,0
5,3048
40,24302
37,22877
23,14402
10,6524
0,0
0,0
32,19499
0,0
154,93590
89,54367
86,52648
13,7985
154,93590
18,10990
23,14402
67,41118
154,93590
33,20002
32,19499
10,6524
0,0
154,93590
23,14402
73,44455
58,35411
0,0
154,93590
5,3048
152,92151
20,12414
154,93590
37,22877
18,10990
10,6524
152,92151
7,4434
39,23737
37,22877
37,22877
73,44455
0,0
0,0
10,6524
71,43098
10,6524
70,42381
5,3048
78,47716
71,43146
5,3048
10,6524
0,0
0,0
0,0
0,0
0,0
155,93822
37,22877
73,44455
0,0
5,3048
0,0
0,0
5,3048
154,93590
73,44455
0,0
0,0
0,0
20,12414
61,36998
154,93590
5,3048
154,93590
20,12414
20,12414
80,49037
5,3048
46,28216
5,3048
0,0
13,7985
41,24859
10,6524
0,0
37,22877
155,93590
37,22877
68,41118
154,93590
30,18186
0,0
0,0
0,0
0,0
37,22877
33,20002
0,0
156,94804
0,0
0,0
0,0
0,0
79,47928
13,7985
13,7985
58,35201
129,78458
10,6524
0,0
5,3048
68,41683
81,49037
13,7985
82,50193
0,0
67,41118
79,47928
46,28216
10,6524
0,0
46,28089
23,14478
5,3048
154,93590
10,6524
0,0
0,0
13,7985
129,78458
33,20002
39,23737
20,12414
154,93590
80,49037
120,72687
20,12414
0,0
46,28216
37,22877
65,39647
0,0
0,0
0,0
154,93590
37,22877
20,12414
33,20002
37,22877
20,12414
0,0
0,0
154,93590
80,49037
68,41683
10,6524
0,0
152,92151
33,20002
154,93590
97,59347
61,37113
41,24859
5,3048
0,0
0,0
0,0
62,37814
104,62917
23,14478
33,20002
10,6524
37,22877
10,6524
0,0
0,0
0,0
73,44455
0,0
132,80310
37,22877
20,12414
0,0
154,93590
10,6524
0,0
0,0
0,0
10,6524
0,0
0,0
84,51215
84,51215
73,44455
0,0
0,0
0,0
69,41683
80,49037
10,6524
5,3048
40,24379
22,13488
33,20442
65,39570
67,41118
5,3048
48,29250
18,10990
5,3048
18,10990
73,44455
0,0
23,14049
154,93590
18,10990
37,22877
28,17247
89,54367
90,54367
154,93590
37,22877
154,93590
40,24859
41,24859
9,5921
33,20115
0,0
154,93590
46,28089
73,44455
52,31559
0,0
0,0
0,0
0,0
0,0
5,3048
33,20002
0,0
0,0
20,12414
10,6524
0,0
0,0
