/opt/gap_sdk/tools/runner/run_gapuino.sh -v 1


[32m          ,ad8888ba,        db        88888888ba  [0m ad88888ba   
[32m         d8"'    `"8b      d88b       88      "8b[0m d8"     "8b  
[32m        d8'               d8'`8b      88      ,8P[0m Y8a     a8P  
[32m        88               d8'  `8b     88aaaaaa8P' [0m "Y8aaa8P"   
[32m        88      88888   d8YaaaaY8b    88""""""'  [0m  ,d8"""8b,   
[32m        Y8,        88  d8""""""""8b   88       [0m   d8"     "8b  
[32m         Y8a.    .a88 d8'        `8b  88        [0m  Y8a     a8P  
[32m          `"Y88888P" d8'          `8b 88         [0m  "Y88888P"   [0m

---------------------------------GAPUINO------------------------------------

Cable state change connected
Bridge init - log level 0
FC Frequency: 154009 kHz - Voltage: 1200 mV
Done generating 10k items table for seed = 10
run,freq,success,fail,total,time
26,220000000,1000000,0,1000000,1960
27,220000000,1000000,0,1000000,1945
28,220000000,1000000,0,1000000,1936
29,220000000,1000000,0,1000000,1956
30,220000000,1000000,0,1000000,1938
31,220000000,1000000,0,1000000,2002
32,220000000,1000000,0,1000000,1946
33,220000000,1000000,0,1000000,1941
34,220000000,1000000,0,1000000,1960
35,220000000,1000000,0,1000000,1943
36,220000000,1000000,0,1000000,1968
37,220000000,1000000,0,1000000,1977
38,220000000,1000000,0,1000000,1915
39,220000000,1000000,0,1000000,1985
40,220000000,1000000,0,1000000,1956
41,220000000,1000000,0,1000000,1946
42,220000000,1000000,0,1000000,1951
43,220000000,1000000,0,1000000,1870
44,220000000,1000000,0,1000000,1960
45,220000000,1000000,0,1000000,1998
46,220000000,1000000,0,1000000,1916
47,220000000,1000000,0,1000000,1990
48,220000000,1000000,0,1000000,1881
49,220000000,1000000,0,1000000,1904
50,220000000,1000000,0,1000000,1884
51,220000000,1000000,0,1000000,1972
52,220000000,1000000,0,1000000,1943
53,220000000,1000000,0,1000000,1945
54,220000000,1000000,0,1000000,1900
55,220000000,1000000,0,1000000,1961
56,220000000,1000000,0,1000000,1934
57,220000000,1000000,0,1000000,2001
58,220000000,1000000,0,1000000,1896
59,220000000,1000000,0,1000000,1991
60,220000000,1000000,0,1000000,1949
61,220000000,1000000,0,1000000,1981
62,220000000,1000000,0,1000000,1894
63,220000000,1000000,0,1000000,1973
64,220000000,1000000,0,1000000,1966
65,220000000,1000000,0,1000000,1980
66,220000000,1000000,0,1000000,1972
67,220000000,1000000,0,1000000,1972
68,220000000,1000000,0,1000000,1958
69,220000000,1000000,0,1000000,1971
70,220000000,1000000,0,1000000,1924
71,220000000,1000000,0,1000000,1968
72,220000000,1000000,0,1000000,1928
73,220000000,1000000,0,1000000,1986
74,220000000,1000000,0,1000000,1954
75,220000000,1000000,0,1000000,1934
76,220000000,1000000,0,1000000,1957
77,220000000,1000000,0,1000000,1968
78,220000000,1000000,0,1000000,1932
79,220000000,1000000,0,1000000,1994
80,220000000,1000000,0,1000000,1969
81,220000000,1000000,0,1000000,1971
82,220000000,1000000,0,1000000,1971
83,220000000,1000000,0,1000000,1960
84,220000000,1000000,0,1000000,1915
85,220000000,1000000,0,1000000,1982
86,220000000,1000000,0,1000000,1908
87,220000000,1000000,0,1000000,1973
88,220000000,1000000,0,1000000,1953
89,220000000,1000000,0,1000000,2006
90,220000000,1000000,0,1000000,1970
91,220000000,1000000,0,1000000,1984
92,220000000,1000000,0,1000000,1960
93,220000000,1000000,0,1000000,1990
94,220000000,1000000,0,1000000,1940
95,220000000,1000000,0,1000000,1981
96,220000000,1000000,0,1000000,1937
97,220000000,1000000,0,1000000,1978
98,220000000,1000000,0,1000000,1946
99,220000000,1000000,0,1000000,1937
0,225000000,1000000,0,1000000,1914
1,225000000,983048,3,983051,1913
2,225000000,966096,5,966101,1803
3,225000000,990000,1,990001,1890
4,225000000,1000000,0,1000000,1876
5,225000000,993048,1,993049,1878
6,225000000,1000000,0,1000000,1876
7,225000000,961820,4,961824,1852
8,225000000,980000,2,980002,1861
9,225000000,1000000,0,1000000,1874
10,225000000,1000000,0,1000000,1901
11,225000000,973048,3,973051,1893
12,225000000,1000000,0,1000000,1882
13,225000000,996524,1,996525,1871
14,225000000,1000000,0,1000000,1887
15,225000000,1000000,0,1000000,1899
16,225000000,973048,3,973051,1874
17,225000000,1000000,0,1000000,1884
18,225000000,1000000,0,1000000,1874
19,225000000,980000,2,980002,1844
20,225000000,989572,3,989575,1869
21,225000000,1000000,0,1000000,1871
22,225000000,996524,1,996525,1865
23,225000000,1000000,0,1000000,1897
24,225000000,990000,1,990001,1857
25,225000000,986096,2,986098,1835
26,225000000,993048,2,993050,1867
27,225000000,990000,1,990001,1860
28,225000000,996524,1,996525,1875
29,225000000,996524,1,996525,1880
30,225000000,1000000,0,1000000,1867
31,225000000,983048,2,983050,1857
32,225000000,996524,1,996525,1881
33,225000000,1000000,0,1000000,1896
34,225000000,993048,1,993049,1867
35,225000000,993048,2,993050,1854
36,225000000,986524,2,986526,1869
37,225000000,1000000,0,1000000,1907
38,225000000,970000,3,970003,1879
39,225000000,994974,1,994975,1910
40,225000000,1000000,0,1000000,1930
41,225000000,986524,2,986526,1926
42,225000000,976524,3,976527,1848
43,225000000,1000000,0,1000000,1914
44,225000000,1000000,0,1000000,1892
45,225000000,983048,3,983051,1831
46,225000000,1000000,0,1000000,1920
47,225000000,996524,1,996525,1898
48,225000000,1000000,0,1000000,1875
49,225000000,990000,1,990001,1865
50,225000000,983048,2,983050,1925
51,225000000,1000000,0,1000000,1951
52,225000000,986524,2,986526,1903
53,225000000,980000,2,980002,1900
54,225000000,1000000,0,1000000,1915
55,225000000,1000000,0,1000000,1890
56,225000000,980000,2,980002,1890
57,225000000,990000,1,990001,1899
58,225000000,1000000,0,1000000,1927
59,225000000,1000000,0,1000000,1893
60,225000000,990000,1,990001,1881
61,225000000,1000000,0,1000000,1938
62,225000000,986524,2,986526,1888
63,225000000,1000000,0,1000000,1908
64,225000000,1000000,0,1000000,1937
65,225000000,990000,1,990001,1882
66,225000000,980000,2,980002,1963
67,225000000,970000,3,970003,1894
68,225000000,990000,1,990001,1966
69,225000000,980000,2,980002,1840
70,225000000,996524,1,996525,1905
71,225000000,1000000,0,1000000,1904
72,225000000,1000000,0,1000000,1946
73,225000000,985493,3,985496,1877
74,225000000,993048,1,993049,1989
75,225000000,970000,3,970003,1873
76,225000000,996524,1,996525,1947
77,225000000,1000000,0,1000000,1956
78,225000000,996524,1,996525,1949
79,225000000,980000,2,980002,1928
80,225000000,971531,3,971534,1899
81,225000000,973048,4,973052,1897
82,225000000,986524,2,986526,1973
83,225000000,980000,2,980002,1941
84,225000000,983048,2,983050,1894
85,225000000,1000000,0,1000000,1982
86,225000000,987985,2,987987,1942
87,225000000,1000000,0,1000000,1927
88,225000000,962620,5,962625,1864
89,225000000,989572,2,989574,1915
90,225000000,963048,4,963052,1984
91,225000000,987557,3,987560,1908
92,225000000,977557,5,977562,1877
93,225000000,990000,1,990001,1947
94,225000000,990000,1,990001,1947
95,225000000,1000000,0,1000000,1897
96,225000000,1000000,0,1000000,1974
97,225000000,1000000,0,1000000,1898
98,225000000,980938,2,980940,1896
99,225000000,1000000,0,1000000,1975
Test finished
commands completed
