set_freq,meas_freq,success,fail,total,voltage
220000000,220659712,1000000,0,1000000,1000
220000000,220659712,1000000,0,1000000,1000
220000000,220463104,1000000,0,1000000,1000
220000000,220135424,1000000,0,1000000,1000
220000000,220233728,1000000,0,1000000,1000
220000000,220430336,1000000,0,1000000,1000
220000000,220594176,1000000,0,1000000,1000
220000000,220725248,1000000,0,1000000,1000
220000000,220037120,1000000,0,1000000,1000
220000000,220299264,1000000,0,1000000,1000
220000000,220266496,1000000,0,1000000,1050
220000000,220692480,1000000,0,1000000,1050
220000000,220200960,1000000,0,1000000,1050
220000000,220069888,1000000,0,1000000,1050
220000000,220397568,1000000,0,1000000,1050
220000000,220561408,1000000,0,1000000,1050
220000000,220200960,1000000,0,1000000,1050
220000000,219807744,1000000,0,1000000,1050
220000000,220463104,1000000,0,1000000,1050
220000000,220135424,1000000,0,1000000,1050
220000000,220364800,1000000,0,1000000,1100
220000000,220430336,1000000,0,1000000,1100
220000000,220168192,1000000,0,1000000,1100
220000000,220397568,1000000,0,1000000,1100
220000000,220200960,1000000,0,1000000,1100
220000000,220364800,1000000,0,1000000,1100
220000000,220233728,1000000,0,1000000,1100
220000000,220397568,1000000,0,1000000,1100
220000000,220626944,1000000,0,1000000,1100
220000000,220626944,1000000,0,1000000,1100
220000000,220561408,1000000,0,1000000,1150
220000000,220790784,1000000,0,1000000,1150
220000000,220364800,1000000,0,1000000,1150
220000000,220299264,1000000,0,1000000,1150
220000000,220397568,1000000,0,1000000,1150
220000000,220332032,1000000,0,1000000,1150
220000000,220856320,1000000,0,1000000,1150
220000000,220430336,1000000,0,1000000,1150
220000000,220561408,1000000,0,1000000,1150
220000000,220889088,1000000,0,1000000,1150
220000000,219676672,1000000,0,1000000,1200
220000000,219676672,1000000,0,1000000,1200
220000000,220102656,1000000,0,1000000,1200
220000000,219676672,1000000,0,1000000,1200
220000000,220299264,1000000,0,1000000,1200
220000000,220233728,1000000,0,1000000,1200
220000000,219807744,1000000,0,1000000,1200
220000000,219742208,1000000,0,1000000,1200
220000000,220168192,1000000,0,1000000,1200
220000000,219906048,1000000,0,1000000,1200
