    CC  test.c
riscv32-unknown-elf-objdump -D /home/diego/workspace/gapuino-tests/ttf-continuous-mbedos/BUILD/GAP8/GCC_RISCV/test > /home/diego/workspace/gapuino-tests/ttf-continuous-mbedos/BUILD/GAP8/GCC_RISCV/test.s
/opt/gap_sdk/tools/runner/run_gapuino.sh -v 1


[32m          ,ad8888ba,        db        88888888ba  [0m ad88888ba   
[32m         d8"'    `"8b      d88b       88      "8b[0m d8"     "8b  
[32m        d8'               d8'`8b      88      ,8P[0m Y8a     a8P  
[32m        88               d8'  `8b     88aaaaaa8P' [0m "Y8aaa8P"   
[32m        88      88888   d8YaaaaY8b    88""""""'  [0m  ,d8"""8b,   
[32m        Y8,        88  d8""""""""8b   88       [0m   d8"     "8b  
[32m         Y8a.    .a88 d8'        `8b  88        [0m  Y8a     a8P  
[32m          `"Y88888P" d8'          `8b 88         [0m  "Y88888P"   [0m

---------------------------------GAPUINO------------------------------------

Cable state change connected
Bridge init - log level 0
FC Frequency: 149192 kHz - Voltage: 1200 mV
Done generating 10k items table for seed = 10
run,freq,success,fail,total,time
0,190000000,1000000,0,1000000,1931
1,190000000,1000000,0,1000000,1970
2,190000000,1000000,0,1000000,1937
3,190000000,1000000,0,1000000,1938
4,190000000,1000000,0,1000000,1934
5,190000000,1000000,0,1000000,1910
6,190000000,1000000,0,1000000,1908
7,190000000,1000000,0,1000000,1987
8,190000000,1000000,0,1000000,1924
9,190000000,1000000,0,1000000,1906
10,190000000,1000000,0,1000000,1912
11,190000000,1000000,0,1000000,1902
12,190000000,1000000,0,1000000,1987
13,190000000,1000000,0,1000000,1920
14,190000000,1000000,0,1000000,1976
15,190000000,1000000,0,1000000,1943
16,190000000,1000000,0,1000000,1904
17,190000000,1000000,0,1000000,1958
18,190000000,1000000,0,1000000,2007
19,190000000,1000000,0,1000000,1924
20,190000000,1000000,0,1000000,1926
21,190000000,1000000,0,1000000,1916
22,190000000,1000000,0,1000000,1920
23,190000000,1000000,0,1000000,1953
24,190000000,1000000,0,1000000,1915
25,190000000,1000000,0,1000000,2002
26,190000000,1000000,0,1000000,1900
27,190000000,1000000,0,1000000,1974
28,190000000,1000000,0,1000000,1912
29,190000000,1000000,0,1000000,1909
30,190000000,1000000,0,1000000,1909
31,190000000,1000000,0,1000000,1943
32,190000000,1000000,0,1000000,1947
33,190000000,1000000,0,1000000,1959
34,190000000,1000000,0,1000000,1999
35,190000000,1000000,0,1000000,1936
36,190000000,1000000,0,1000000,1922
37,190000000,1000000,0,1000000,1957
38,190000000,1000000,0,1000000,1950
39,190000000,1000000,0,1000000,1924
40,190000000,1000000,0,1000000,1931
41,190000000,1000000,0,1000000,1936
42,190000000,1000000,0,1000000,1915
43,190000000,1000000,0,1000000,1930
44,190000000,1000000,0,1000000,1929
45,190000000,1000000,0,1000000,1939
46,190000000,1000000,0,1000000,1952
47,190000000,1000000,0,1000000,1953
48,190000000,1000000,0,1000000,1939
49,190000000,1000000,0,1000000,1907
50,190000000,1000000,0,1000000,1954
51,190000000,1000000,0,1000000,1925
52,190000000,1000000,0,1000000,2005
53,190000000,1000000,0,1000000,1913
54,190000000,1000000,0,1000000,1904
55,190000000,1000000,0,1000000,1921
56,190000000,1000000,0,1000000,1902
57,190000000,1000000,0,1000000,1929
58,190000000,1000000,0,1000000,2001
59,190000000,1000000,0,1000000,1922
60,190000000,1000000,0,1000000,1916
61,190000000,1000000,0,1000000,1966
62,190000000,1000000,0,1000000,1983
63,190000000,1000000,0,1000000,1946
64,190000000,1000000,0,1000000,2025
65,190000000,1000000,0,1000000,1922
66,190000000,1000000,0,1000000,1977
67,190000000,1000000,0,1000000,1929
68,190000000,1000000,0,1000000,1986
69,190000000,1000000,0,1000000,1935
70,190000000,1000000,0,1000000,1953
71,190000000,1000000,0,1000000,1928
72,190000000,1000000,0,1000000,1918
73,190000000,1000000,0,1000000,2085
74,190000000,1000000,0,1000000,1925
75,190000000,1000000,0,1000000,1938
76,190000000,1000000,0,1000000,1938
77,190000000,1000000,0,1000000,1895
78,190000000,1000000,0,1000000,1893
79,190000000,1000000,0,1000000,1976
80,190000000,1000000,0,1000000,1979
81,190000000,1000000,0,1000000,1927
82,190000000,1000000,0,1000000,1953
83,190000000,1000000,0,1000000,1909
84,190000000,1000000,0,1000000,2008
85,190000000,1000000,0,1000000,1967
86,190000000,1000000,0,1000000,1936
87,190000000,1000000,0,1000000,1923
88,190000000,1000000,0,1000000,1933
89,190000000,1000000,0,1000000,1951
90,190000000,1000000,0,1000000,1927
91,190000000,1000000,0,1000000,1901
92,190000000,1000000,0,1000000,1912
93,190000000,1000000,0,1000000,1939
94,190000000,1000000,0,1000000,1940
95,190000000,1000000,0,1000000,1919
96,190000000,1000000,0,1000000,1936
97,190000000,1000000,0,1000000,1940
98,190000000,1000000,0,1000000,1932
99,190000000,1000000,0,1000000,2011
0,195000000,1000000,0,1000000,1946
1,195000000,1000000,0,1000000,1966
2,195000000,1000000,0,1000000,1991
3,195000000,1000000,0,1000000,1975
4,195000000,1000000,0,1000000,1985
5,195000000,1000000,0,1000000,2017
6,195000000,1000000,0,1000000,2095
7,195000000,1000000,0,1000000,2096
8,195000000,1000000,0,1000000,2010
9,195000000,1000000,0,1000000,2006
10,195000000,1000000,0,1000000,1984
11,195000000,1000000,0,1000000,2056
12,195000000,1000000,0,1000000,1976
13,195000000,1000000,0,1000000,2038
14,195000000,1000000,0,1000000,1982
15,195000000,1000000,0,1000000,1991
16,195000000,1000000,0,1000000,1980
17,195000000,1000000,0,1000000,1984
18,195000000,1000000,0,1000000,1967
19,195000000,1000000,0,1000000,1983
20,195000000,1000000,0,1000000,2092
21,195000000,1000000,0,1000000,1978
22,195000000,1000000,0,1000000,1977
23,195000000,1000000,0,1000000,2078
24,195000000,1000000,0,1000000,2079
